first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
Giacopo,Fitzsimon,NV,50593.91,2,534,48,359506.68,3.9,3782.71,24367.8,0.48,Denied
Culver,Rickertsen,FL,54994.35,2,561,43,372327.98,3.3,7933.58,51615.56,0.94,Denied
Quinta,McCarver,CA,49031.43,22,526,26,363858.96,3.9,5206.0,61111.77,1.25,Denied
Rhonda,Schutter,AZ,44072.69,7,590,50,289844.9,2.6,2914.72,67378.72,1.53,Denied
Julius,Sandercock,CA,55260.46,8,452,20,25632.28,3.4,7516.39,36478.42,0.66,Denied
Yale,Garatty,MA,42529.29,4,723,80,445077.13,3.4,5831.47,8624.76,0.2,Approved
Clayson,Hovey,MO,59803.69,4,812,59,335515.59,2.6,4981.27,31780.97,0.53,Denied
Kimbra,Antos,MO,58293.41,13,822,71,189093.9,3.2,2713.51,12437.38,0.21,Approved
Ciro,Durante,SC,40970.89,28,462,69,499378.97,3.7,6978.91,18555.06,0.45,Denied
Lorie,Pendry,CO,35525.01,20,578,54,369265.55,2.8,-690.84,4280.07,0.12,Approved
Alexia,Clarkson,VA,59296.85,3,366,52,1917.91,3.6,5878.3,53202.32,0.9,Denied
Miguel,Wanka,NM,51996.74,3,485,31,42212.09,2.5,7895.64,27632.79,0.53,Denied
Bobbi,Hemms,SC,59990.27,22,549,79,111586.28,2.8,7544.31,61780.45,1.03,Denied
Ruben,Steuart,CA,36155.88,21,532,48,356684.33,3.1,4317.71,41092.0,1.14,Denied
Izzy,Kordt,MO,37059.89,28,687,75,109854.85,3.6,6973.63,54861.66,1.48,Denied
Esta,Bulford,TX,45134.01,26,632,23,308.91,3.4,-161.58,21882.5,0.48,Denied
Averil,Ghiroldi,OH,30896.26,26,608,43,17008.57,3.5,7017.16,40625.3,1.31,Denied
Morgen,Idwal Evans,TX,49019.1,18,653,20,427555.0,3.6,9024.21,12943.61,0.26,Approved
Carleton,Wildey,VA,27198.53,21,744,69,241970.5,2.6,6943.73,19654.57,0.72,Denied
Karlan,Eburah,NY,48824.13,23,603,80,421273.62,4.0,6490.26,33801.74,0.69,Denied
Linc,Pudden,AZ,43940.5,20,804,43,187335.69,2.7,6986.63,25244.58,0.57,Denied
Shawn,Fashion,PA,47308.34,14,406,59,53469.78,3.4,9827.01,23018.37,0.49,Denied
Niall,Pomroy,KY,53643.52,24,596,60,314439.54,3.3,4150.54,39504.59,0.74,Denied
Roddy,Byles,NV,38814.93,28,689,70,182476.16,3.5,-121.92,74439.05,1.92,Denied
Belvia,Ollcott,VA,52913.43,20,475,80,188385.06,3.6,3779.57,33739.04,0.64,Denied
Trumaine,Castagneri,OH,47286.17,9,514,72,80496.71,2.9,5280.0,39151.73,0.83,Denied
Elmer,Martelet,FL,32620.75,18,835,51,301509.08,2.8,6900.44,8855.71,0.27,Approved
Cahra,Dillway,CA,38033.84,27,631,34,471067.13,3.4,2761.03,54980.23,1.45,Denied
Gardiner,Copplestone,IN,28533.29,24,664,50,452959.84,3.7,846.67,9093.71,0.32,Approved
Wilfrid,Ianniello,TX,51800.3,10,602,24,251255.13,2.8,-994.07,38510.32,0.74,Denied
Jewell,Golde,TX,43874.59,9,703,39,172005.28,2.8,1851.02,11730.66,0.27,Approved
Waldemar,Gianettini,NE,44701.89,30,813,58,298202.48,3.8,6264.31,16596.06,0.37,Denied
Hewet,Coddington,CT,53564.79,1,383,36,157309.19,2.5,3628.09,17120.74,0.32,Approved
Ula,Truggian,GA,27755.21,17,757,40,231874.28,2.8,3688.11,35948.18,1.3,Denied
Ingelbert,Matignon,FL,52454.86,16,368,35,175152.18,2.8,9106.76,44.5,0.0,Approved
Goldarina,Mackiewicz,TN,58358.8,9,764,28,116617.21,2.5,4040.81,20131.08,0.34,Approved
Lula,McGrirl,TX,31428.88,17,593,49,247884.02,4.0,813.36,66670.82,2.12,Denied
Sterne,Behneke,MT,55687.04,25,449,52,311726.81,2.7,4689.05,21276.34,0.38,Denied
Corby,Lukasik,NV,55570.74,15,640,48,120200.5,3.1,7492.9,7207.22,0.13,Approved
Vincenz,Cicccitti,VA,38314.3,14,403,73,365367.03,3.7,-10.56,72176.62,1.88,Denied
Silvio,McGeoch,PA,32690.69,25,542,46,97566.84,3.4,-968.03,31509.73,0.96,Denied
Ludovika,Cluney,ID,51086.77,12,556,56,356694.74,3.2,144.75,7461.72,0.15,Approved
Gorden,Shirland,NJ,49994.67,17,423,79,25148.64,3.9,8182.77,57060.83,1.14,Denied
Anabelle,Muckian,FL,36841.04,9,659,59,96897.65,2.7,1070.76,17059.18,0.46,Denied
Sheffy,Wyatt,IN,41148.21,14,609,25,344298.31,2.5,6197.9,5162.6,0.13,Approved
Dorie,Tomek,AZ,33533.23,9,472,80,1889.76,3.8,4282.72,47944.65,1.43,Denied
Stephenie,Dobbison,TX,47067.23,17,718,81,188697.31,3.2,4438.54,12339.78,0.26,Approved
Jermaine,Grier,FL,39025.56,18,368,49,409914.87,2.8,8328.32,63807.21,1.64,Denied
Freemon,Yendall,TX,28058.38,30,469,31,49359.66,2.6,9599.26,69455.04,2.48,Denied
Jorry,Daoust,DC,33761.36,20,738,26,284039.82,3.1,9578.84,26058.4,0.77,Denied
Cedric,Fossey,TX,35777.2,21,451,64,434126.0,3.0,6493.23,21654.99,0.61,Denied
Ode,Goodbarne,LA,34655.77,15,597,62,22363.69,3.5,4719.53,35056.87,1.01,Denied
Garrot,Draayer,TN,53012.7,27,354,54,440049.88,3.5,6080.37,50637.86,0.96,Denied
Fernandina,Whyley,MA,58080.03,17,703,57,138887.02,3.7,8061.98,69295.55,1.19,Denied
Kameko,Hallahan,MI,36371.03,13,670,55,134412.18,3.1,9691.61,21545.82,0.59,Denied
Bette-ann,Petasch,VA,37934.21,22,633,39,478761.16,3.6,5978.82,15461.61,0.41,Denied
Olivia,Gamell,GA,48437.63,23,372,27,341813.76,3.4,6038.47,69724.95,1.44,Denied
Rudyard,O'Corrane,PA,53061.89,26,499,18,14487.37,2.6,193.46,33304.82,0.63,Denied
Chiarra,Lambertazzi,MN,47735.43,25,848,44,360915.75,3.5,56.42,24202.63,0.51,Denied
Colene,Woodison,NY,36656.0,12,360,48,299359.92,3.4,7325.48,2698.3,0.07,Approved
Alejandrina,Beglin,FL,37079.05,25,355,30,18829.39,3.0,912.66,71040.68,1.92,Denied
Diana,Sumner,IL,46766.45,23,772,72,68735.73,3.7,2720.72,3498.58,0.07,Approved
Julia,Carcas,KY,26687.02,5,779,21,44058.32,4.0,682.26,67264.91,2.52,Denied
Shanta,Robertshaw,TX,30785.81,24,701,40,101072.41,2.7,8571.19,42039.81,1.37,Denied
Riva,Sutliff,GA,31478.81,11,639,34,350280.95,2.9,5235.38,45142.95,1.43,Denied
Elroy,Bellchamber,TX,54216.56,24,466,42,152931.56,3.5,1728.85,14428.53,0.27,Approved
Morley,Soppitt,WV,35275.47,30,801,58,324222.73,2.7,4558.94,57600.49,1.63,Denied
Waverly,Wildman,WI,56555.58,13,832,28,50560.96,3.7,-871.73,23131.4,0.41,Denied
Fee,Fiveash,KS,59724.7,25,473,24,106250.63,3.7,4056.19,27796.36,0.47,Denied
Lavena,Hawkswood,MD,55106.0,9,475,72,270946.61,3.8,4171.45,22099.47,0.4,Denied
Carmine,Redford,NY,56096.5,6,762,27,25203.1,2.9,8514.86,50983.73,0.91,Denied
Cyndi,Lamplough,DC,30722.16,30,496,54,163382.56,3.4,8214.33,47305.88,1.54,Denied
Pen,Sabbin,CA,27368.01,2,847,78,246766.83,2.9,967.26,30700.61,1.12,Denied
Jarid,Kohlerman,CA,39152.62,8,700,44,77405.22,2.6,1781.89,20238.22,0.52,Denied
Lynne,Wotton,FL,40127.58,30,543,49,262783.44,3.2,9372.79,53464.64,1.33,Denied
Lalo,Dagger,OH,48603.77,8,363,44,498419.34,3.2,4434.02,71468.99,1.47,Denied
Roxana,Enrich,TX,44589.11,6,531,27,205073.23,3.1,6057.62,66040.27,1.48,Denied
Tye,Baline,NY,58563.89,21,380,61,314257.69,3.1,4667.88,68549.26,1.17,Denied
Iggie,Mesias,MS,34239.6,1,376,66,193361.19,2.5,563.42,34544.79,1.01,Denied
Ami,Stigger,CA,47885.18,13,678,40,367198.88,2.9,-102.04,4920.61,0.1,Approved
Rafaellle,Godding,NM,42597.41,15,824,50,308212.34,3.8,5126.08,36931.65,0.87,Denied
Mersey,Tingley,CO,33221.9,23,521,22,465411.5,3.8,5231.55,37016.64,1.11,Denied
Garth,Ungerechts,WV,31866.76,22,541,72,414631.72,3.1,1326.97,60566.59,1.9,Denied
Querida,Fetherstonhaugh,WA,47663.72,6,567,63,469656.56,3.1,7462.47,4919.18,0.1,Approved
Matias,Stut,CA,47447.83,8,424,76,452014.01,3.8,2679.62,55049.45,1.16,Denied
Charyl,Vannar,MI,42530.34,6,826,33,118134.58,3.8,1270.52,63492.61,1.49,Denied
Broderick,Foxwell,FL,29498.02,10,435,39,463546.45,3.5,-723.49,3873.51,0.13,Approved
Bear,Sotheron,FL,54356.88,6,449,51,160346.61,2.7,7988.98,10527.7,0.19,Approved
Caril,Dancy,MI,50681.76,13,577,73,318552.17,2.9,1070.74,346.1,0.01,Approved
Hirsch,Ridgwell,TX,28169.58,14,556,83,390899.71,2.7,632.56,18464.85,0.66,Denied
Guinevere,Hardie,IA,56309.46,22,626,70,333084.53,3.2,1768.86,58253.32,1.03,Denied
Barri,Spurriar,TX,41196.51,3,759,47,327368.67,3.9,677.57,72806.4,1.77,Denied
Marwin,Spadotto,LA,45541.0,8,539,32,96905.91,3.1,-175.02,59043.32,1.3,Denied
Justis,Verecker,CA,47328.04,2,655,28,375044.52,3.1,6437.95,72285.62,1.53,Denied
Carlynne,Smowton,OH,51287.99,11,531,54,474186.63,3.4,5367.39,59355.81,1.16,Denied
Tremaine,Saw,DC,33529.18,23,387,57,76526.71,4.0,1987.78,27643.72,0.82,Denied
Hedda,Ravenscroft,NM,54137.69,13,692,85,85125.68,4.0,7087.27,69989.97,1.29,Denied
Dorisa,O'Kerin,NC,33961.24,25,518,57,207048.62,2.6,7362.97,25491.24,0.75,Denied
